city,type,value,timestamp
ohrid,humidity,67,2022-05-22T14:00:00+02:00
ohrid,humidity,72,2022-05-23T14:00:00+02:00
ohrid,humidity,66,2022-05-24T14:00:00+02:00
ohrid,humidity,64,2022-05-25T14:00:00+02:00
ohrid,humidity,61,2022-05-26T14:00:00+02:00
ohrid,humidity,68,2022-05-27T14:00:00+02:00
ohrid,humidity,76,2022-05-28T14:00:00+02:00
ohrid,humidity,77,2022-05-29T14:00:00+02:00
ohrid,humidity,72,2022-05-30T14:00:00+02:00
ohrid,humidity,75,2022-05-31T14:00:00+02:00
ohrid,humidity,65,2022-06-01T14:00:00+02:00
ohrid,humidity,66,2022-06-02T14:00:00+02:00
ohrid,humidity,68,2022-06-03T14:00:00+02:00
ohrid,humidity,70,2022-06-04T14:00:00+02:00
ohrid,humidity,69,2022-06-05T14:00:00+02:00
ohrid,humidity,71,2022-06-06T14:00:00+02:00
ohrid,humidity,70,2022-06-07T14:00:00+02:00
ohrid,humidity,74,2022-06-08T14:00:00+02:00
ohrid,humidity,83,2022-06-09T14:00:00+02:00
ohrid,humidity,86,2022-06-10T14:00:00+02:00
ohrid,humidity,79,2022-06-11T14:00:00+02:00
ohrid,humidity,73,2022-06-12T14:00:00+02:00
ohrid,humidity,75,2022-06-13T14:00:00+02:00
ohrid,humidity,74,2022-06-14T14:00:00+02:00
ohrid,humidity,69,2022-06-15T14:00:00+02:00
ohrid,humidity,67,2022-06-16T14:00:00+02:00
ohrid,humidity,75,2022-06-17T14:00:00+02:00
ohrid,humidity,66,2022-06-18T14:00:00+02:00
ohrid,humidity,60,2022-06-19T14:00:00+02:00
ohrid,humidity,66,2022-06-20T14:00:00+02:00
ohrid,humidity,61,2022-06-21T14:00:00+02:00
ohrid,humidity,66,2022-06-22T14:00:00+02:00
ohrid,humidity,65,2022-06-23T14:00:00+02:00
ohrid,humidity,65,2022-06-24T14:00:00+02:00
ohrid,humidity,66,2022-06-25T14:00:00+02:00
ohrid,humidity,61,2022-06-26T14:00:00+02:00
ohrid,humidity,63,2022-06-27T14:00:00+02:00
ohrid,humidity,66,2022-06-28T14:00:00+02:00
ohrid,humidity,57,2022-06-29T14:00:00+02:00
ohrid,humidity,69,2022-06-30T14:00:00+02:00
ohrid,humidity,75,2022-07-01T14:00:00+02:00
ohrid,humidity,71,2022-07-02T14:00:00+02:00
ohrid,humidity,71,2022-07-03T14:00:00+02:00
ohrid,humidity,67,2022-07-04T14:00:00+02:00
ohrid,humidity,65,2022-07-05T14:00:00+02:00
ohrid,humidity,69,2022-07-06T14:00:00+02:00
ohrid,humidity,59,2022-07-07T14:00:00+02:00
ohrid,humidity,68,2022-07-08T14:00:00+02:00
ohrid,humidity,75,2022-07-09T14:00:00+02:00
ohrid,humidity,54,2022-07-10T14:00:00+02:00
ohrid,humidity,49,2022-07-11T14:00:00+02:00
ohrid,humidity,59,2022-07-12T14:00:00+02:00
ohrid,humidity,50,2022-07-13T14:00:00+02:00
ohrid,humidity,49,2022-07-14T14:00:00+02:00
ohrid,humidity,58,2022-07-15T14:00:00+02:00
ohrid,humidity,61,2022-07-16T14:00:00+02:00
ohrid,humidity,63,2022-07-17T14:00:00+02:00
ohrid,humidity,49,2022-07-18T14:00:00+02:00
ohrid,humidity,48,2022-07-19T14:00:00+02:00
ohrid,humidity,49,2022-07-20T14:00:00+02:00
ohrid,humidity,55,2022-07-21T14:00:00+02:00
ohrid,humidity,56,2022-07-22T14:00:00+02:00
ohrid,humidity,57,2022-07-23T14:00:00+02:00
ohrid,humidity,56,2022-07-24T14:00:00+02:00
ohrid,humidity,57,2022-07-25T14:00:00+02:00
ohrid,humidity,59,2022-07-26T14:00:00+02:00
ohrid,humidity,60,2022-07-27T14:00:00+02:00
ohrid,humidity,72,2022-07-28T14:00:00+02:00
ohrid,humidity,69,2022-07-29T14:00:00+02:00
ohrid,humidity,61,2022-07-30T14:00:00+02:00
ohrid,humidity,61,2022-07-31T14:00:00+02:00
ohrid,humidity,51,2022-08-01T14:00:00+02:00
ohrid,humidity,50,2022-08-02T14:00:00+02:00
ohrid,humidity,58,2022-08-03T14:00:00+02:00
ohrid,humidity,55,2022-08-04T14:00:00+02:00
ohrid,humidity,55,2022-08-05T14:00:00+02:00
ohrid,humidity,54,2022-08-06T14:00:00+02:00
ohrid,humidity,53,2022-08-07T14:00:00+02:00
ohrid,humidity,49,2022-08-08T14:00:00+02:00
ohrid,humidity,56,2022-08-09T14:00:00+02:00
ohrid,humidity,56,2022-08-10T14:00:00+02:00
ohrid,humidity,65,2022-08-11T14:00:00+02:00
ohrid,humidity,75,2022-08-12T14:00:00+02:00
ohrid,humidity,77,2022-08-13T14:00:00+02:00
ohrid,humidity,69,2022-08-14T14:00:00+02:00
ohrid,humidity,68,2022-08-15T14:00:00+02:00
ohrid,humidity,69,2022-08-16T14:00:00+02:00
ohrid,humidity,67,2022-08-17T14:00:00+02:00
ohrid,humidity,63,2022-08-18T14:00:00+02:00
ohrid,humidity,59,2022-08-19T14:00:00+02:00
ohrid,humidity,71,2022-08-20T14:00:00+02:00
ohrid,humidity,71,2022-08-21T14:00:00+02:00
ohrid,humidity,76,2022-08-22T14:00:00+02:00
ohrid,humidity,80,2022-08-23T14:00:00+02:00
ohrid,humidity,78,2022-08-24T14:00:00+02:00
ohrid,humidity,77,2022-08-25T14:00:00+02:00
ohrid,humidity,72,2022-08-26T14:00:00+02:00
ohrid,humidity,70,2022-08-27T14:00:00+02:00
ohrid,humidity,76,2022-08-28T14:00:00+02:00
ohrid,humidity,80,2022-08-29T14:00:00+02:00
ohrid,humidity,79,2022-08-30T14:00:00+02:00
ohrid,humidity,77,2022-08-31T14:00:00+02:00
ohrid,humidity,72,2022-09-01T14:00:00+02:00
ohrid,humidity,80,2022-09-02T14:00:00+02:00
ohrid,humidity,75,2022-09-03T14:00:00+02:00
ohrid,humidity,72,2022-09-04T14:00:00+02:00
ohrid,humidity,66,2022-09-05T14:00:00+02:00
ohrid,humidity,69,2022-09-06T14:00:00+02:00
ohrid,humidity,83,2022-10-01T14:00:00+02:00
ohrid,humidity,75,2022-10-02T14:00:00+02:00
ohrid,humidity,74,2022-10-03T14:00:00+02:00
ohrid,humidity,60,2022-10-04T14:00:00+02:00
ohrid,humidity,58,2022-10-05T14:00:00+02:00
ohrid,humidity,69,2022-10-06T14:00:00+02:00
ohrid,humidity,54,2022-10-07T14:00:00+02:00
ohrid,humidity,69,2022-10-08T14:00:00+02:00
ohrid,humidity,73,2022-10-09T14:00:00+02:00
ohrid,humidity,78,2022-10-10T14:00:00+02:00
ohrid,humidity,84,2022-10-11T14:00:00+02:00
ohrid,humidity,81,2022-10-12T14:00:00+02:00
ohrid,humidity,83,2022-10-13T14:00:00+02:00
ohrid,humidity,83,2022-10-14T14:00:00+02:00
ohrid,humidity,73,2022-10-15T14:00:00+02:00
ohrid,humidity,77,2022-10-16T14:00:00+02:00
ohrid,humidity,70,2022-10-17T14:00:00+02:00
ohrid,humidity,69,2022-10-18T14:00:00+02:00
ohrid,humidity,72,2022-10-19T14:00:00+02:00
ohrid,humidity,67,2022-10-20T14:00:00+02:00
ohrid,humidity,71,2022-10-21T14:00:00+02:00
ohrid,humidity,79,2022-10-22T14:00:00+02:00
ohrid,humidity,77,2022-10-23T14:00:00+02:00
ohrid,humidity,77,2022-10-24T14:00:00+02:00
ohrid,humidity,76,2022-10-25T14:00:00+02:00
ohrid,humidity,76,2022-10-26T14:00:00+02:00
ohrid,humidity,72,2022-10-27T14:00:00+02:00
ohrid,humidity,70,2022-10-28T14:00:00+02:00
ohrid,humidity,69,2022-10-29T14:00:00+02:00
ohrid,humidity,73,2022-10-30T13:00:00+01:00
ohrid,humidity,74,2022-10-31T13:00:00+01:00
ohrid,humidity,72,2022-11-01T13:00:00+01:00
ohrid,humidity,76,2022-11-02T13:00:00+01:00
ohrid,humidity,77,2022-11-03T13:00:00+01:00
ohrid,humidity,67,2022-11-04T13:00:00+01:00
ohrid,humidity,72,2022-11-05T13:00:00+01:00
ohrid,humidity,81,2022-11-06T13:00:00+01:00
ohrid,humidity,76,2022-11-07T13:00:00+01:00
ohrid,humidity,81,2022-11-08T13:00:00+01:00
ohrid,humidity,81,2022-11-09T13:00:00+01:00
ohrid,humidity,80,2022-11-10T13:00:00+01:00
ohrid,humidity,70,2022-11-11T13:00:00+01:00
ohrid,humidity,67,2022-11-12T13:00:00+01:00
ohrid,humidity,76,2022-11-13T13:00:00+01:00
ohrid,humidity,78,2022-11-14T13:00:00+01:00
ohrid,humidity,81,2022-11-15T13:00:00+01:00
ohrid,humidity,75,2022-11-16T13:00:00+01:00
ohrid,humidity,88,2022-11-17T13:00:00+01:00
ohrid,humidity,80,2022-11-18T13:00:00+01:00
ohrid,humidity,73,2022-11-19T13:00:00+01:00
ohrid,humidity,76,2022-11-20T13:00:00+01:00
ohrid,humidity,83,2022-11-21T13:00:00+01:00
ohrid,humidity,83,2022-11-22T13:00:00+01:00
ohrid,humidity,80,2022-11-23T13:00:00+01:00
ohrid,humidity,80,2022-11-24T13:00:00+01:00
ohrid,humidity,71,2022-11-25T13:00:00+01:00
ohrid,humidity,69,2022-11-26T13:00:00+01:00
ohrid,humidity,74,2022-11-27T13:00:00+01:00
ohrid,humidity,70,2022-11-28T13:00:00+01:00
ohrid,humidity,72,2022-11-29T13:00:00+01:00
ohrid,humidity,77,2022-11-30T13:00:00+01:00
ohrid,humidity,82,2022-12-01T13:00:00+01:00
ohrid,humidity,82,2022-12-02T13:00:00+01:00
ohrid,humidity,80,2022-12-03T13:00:00+01:00
ohrid,humidity,83,2022-12-04T13:00:00+01:00
ohrid,humidity,81,2022-12-05T13:00:00+01:00
ohrid,humidity,77,2022-12-06T13:00:00+01:00
ohrid,humidity,79,2022-12-07T13:00:00+01:00
ohrid,humidity,81,2022-12-08T13:00:00+01:00
ohrid,humidity,77,2022-12-09T13:00:00+01:00
ohrid,humidity,81,2022-12-10T13:00:00+01:00
ohrid,humidity,85,2022-12-11T13:00:00+01:00
ohrid,humidity,78,2022-12-12T13:00:00+01:00
ohrid,humidity,78,2022-12-13T13:00:00+01:00
ohrid,humidity,83,2022-12-14T13:00:00+01:00
ohrid,humidity,84,2022-12-15T13:00:00+01:00
ohrid,humidity,71,2022-12-16T13:00:00+01:00
ohrid,humidity,77,2022-12-17T13:00:00+01:00
ohrid,humidity,82,2022-12-18T13:00:00+01:00
ohrid,humidity,78,2022-12-19T13:00:00+01:00
ohrid,humidity,77,2022-12-20T13:00:00+01:00
ohrid,humidity,77,2022-12-21T13:00:00+01:00
ohrid,humidity,78,2022-12-22T13:00:00+01:00
ohrid,humidity,78,2022-12-23T13:00:00+01:00
ohrid,humidity,77,2022-12-24T13:00:00+01:00
ohrid,humidity,78,2022-12-25T13:00:00+01:00
ohrid,humidity,78,2022-12-26T13:00:00+01:00
ohrid,humidity,78,2022-12-27T13:00:00+01:00
ohrid,humidity,79,2022-12-28T13:00:00+01:00
ohrid,humidity,79,2022-12-29T13:00:00+01:00
ohrid,humidity,79,2022-12-30T13:00:00+01:00
ohrid,noise,43,2022-01-01T13:00:00+01:00
ohrid,noise,41,2022-01-02T13:00:00+01:00
ohrid,noise,43,2022-01-03T13:00:00+01:00
ohrid,noise,41,2022-01-04T13:00:00+01:00
ohrid,noise,42,2022-01-05T13:00:00+01:00
ohrid,noise,39,2022-01-06T13:00:00+01:00
ohrid,noise,35,2022-01-07T13:00:00+01:00
ohrid,noise,36,2022-01-08T13:00:00+01:00
ohrid,noise,36,2022-01-09T13:00:00+01:00
ohrid,noise,44,2022-01-10T13:00:00+01:00
ohrid,noise,47,2022-01-11T13:00:00+01:00
ohrid,noise,44,2022-01-12T13:00:00+01:00
ohrid,noise,44,2022-01-13T13:00:00+01:00
ohrid,noise,46,2022-01-14T13:00:00+01:00
ohrid,noise,43,2022-01-15T13:00:00+01:00
ohrid,noise,39,2022-01-16T13:00:00+01:00
ohrid,noise,42,2022-01-17T13:00:00+01:00
ohrid,noise,41,2022-01-18T13:00:00+01:00
ohrid,noise,41,2022-01-19T13:00:00+01:00
ohrid,noise,41,2022-01-20T13:00:00+01:00
ohrid,noise,51,2022-01-21T13:00:00+01:00
ohrid,noise,47,2022-01-22T13:00:00+01:00
ohrid,noise,44,2022-01-23T13:00:00+01:00
ohrid,noise,47,2022-01-24T13:00:00+01:00
ohrid,noise,47,2022-01-25T13:00:00+01:00
ohrid,noise,47,2022-01-26T13:00:00+01:00
ohrid,noise,47,2022-01-27T13:00:00+01:00
ohrid,noise,47,2022-01-28T13:00:00+01:00
ohrid,noise,45,2022-01-29T13:00:00+01:00
ohrid,noise,43,2022-01-30T13:00:00+01:00
ohrid,noise,47,2022-01-31T13:00:00+01:00
ohrid,noise,47,2022-02-01T13:00:00+01:00
ohrid,noise,46,2022-02-02T13:00:00+01:00
ohrid,noise,49,2022-02-03T13:00:00+01:00
ohrid,noise,48,2022-02-04T13:00:00+01:00
ohrid,noise,49,2022-02-05T13:00:00+01:00
ohrid,noise,44,2022-02-06T13:00:00+01:00
ohrid,noise,50,2022-02-07T13:00:00+01:00
ohrid,noise,47,2022-02-08T13:00:00+01:00
ohrid,noise,47,2022-02-09T13:00:00+01:00
ohrid,noise,44,2022-02-10T13:00:00+01:00
ohrid,noise,47,2022-02-11T13:00:00+01:00
ohrid,noise,47,2022-02-12T13:00:00+01:00
ohrid,noise,46,2022-02-13T13:00:00+01:00
ohrid,noise,48,2022-02-14T13:00:00+01:00
ohrid,noise,48,2022-02-15T13:00:00+01:00
ohrid,noise,46,2022-02-16T13:00:00+01:00
ohrid,noise,46,2022-02-17T13:00:00+01:00
ohrid,noise,44,2022-02-18T13:00:00+01:00
ohrid,noise,47,2022-02-19T13:00:00+01:00
ohrid,noise,43,2022-02-20T13:00:00+01:00
ohrid,noise,46,2022-02-21T13:00:00+01:00
ohrid,noise,48,2022-02-22T13:00:00+01:00
ohrid,noise,43,2022-02-23T13:00:00+01:00
ohrid,noise,44,2022-02-24T13:00:00+01:00
ohrid,noise,46,2022-02-25T13:00:00+01:00
ohrid,noise,46,2022-02-26T13:00:00+01:00
ohrid,noise,50,2022-02-27T13:00:00+01:00
ohrid,noise,48,2022-02-28T13:00:00+01:00
ohrid,noise,50,2022-03-01T13:00:00+01:00
ohrid,noise,49,2022-03-02T13:00:00+01:00
ohrid,noise,46,2022-03-03T13:00:00+01:00
ohrid,noise,46,2022-03-04T13:00:00+01:00
ohrid,noise,50,2022-03-05T13:00:00+01:00
ohrid,noise,46,2022-03-06T13:00:00+01:00
ohrid,noise,47,2022-03-07T13:00:00+01:00
ohrid,noise,48,2022-03-08T13:00:00+01:00
ohrid,noise,50,2022-03-09T13:00:00+01:00
ohrid,noise,49,2022-03-10T13:00:00+01:00
ohrid,noise,49,2022-03-11T13:00:00+01:00
ohrid,noise,49,2022-03-12T13:00:00+01:00
ohrid,noise,47,2022-03-13T13:00:00+01:00
ohrid,noise,49,2022-03-14T13:00:00+01:00
ohrid,noise,45,2022-03-15T13:00:00+01:00
ohrid,noise,48,2022-03-16T13:00:00+01:00
ohrid,noise,47,2022-03-17T13:00:00+01:00
ohrid,noise,50,2022-03-18T13:00:00+01:00
ohrid,noise,45,2022-03-19T13:00:00+01:00
ohrid,noise,44,2022-03-20T13:00:00+01:00
ohrid,noise,47,2022-03-21T13:00:00+01:00
ohrid,noise,37,2022-03-22T13:00:00+01:00
ohrid,noise,42,2022-03-23T13:00:00+01:00
ohrid,noise,40,2022-03-24T13:00:00+01:00
ohrid,noise,38,2022-03-25T13:00:00+01:00
ohrid,noise,41,2022-03-26T13:00:00+01:00
ohrid,noise,40,2022-03-27T14:00:00+02:00
ohrid,noise,44,2022-03-28T14:00:00+02:00
ohrid,noise,45,2022-03-29T14:00:00+02:00
ohrid,noise,44,2022-03-30T14:00:00+02:00
ohrid,noise,56,2022-03-31T14:00:00+02:00
ohrid,noise,55,2022-04-01T14:00:00+02:00
ohrid,noise,55,2022-04-02T14:00:00+02:00
ohrid,noise,50,2022-04-03T14:00:00+02:00
ohrid,noise,45,2022-04-04T14:00:00+02:00
ohrid,noise,43,2022-04-05T14:00:00+02:00
ohrid,noise,43,2022-04-06T14:00:00+02:00
ohrid,noise,49,2022-04-07T14:00:00+02:00
ohrid,noise,43,2022-04-08T14:00:00+02:00
ohrid,noise,39,2022-04-09T14:00:00+02:00
ohrid,noise,44,2022-04-10T14:00:00+02:00
ohrid,noise,41,2022-04-11T14:00:00+02:00
ohrid,noise,53,2022-04-12T14:00:00+02:00
ohrid,noise,43,2022-04-13T14:00:00+02:00
ohrid,noise,45,2022-04-14T14:00:00+02:00
ohrid,noise,43,2022-04-15T14:00:00+02:00
ohrid,noise,49,2022-04-16T14:00:00+02:00
ohrid,noise,47,2022-04-17T14:00:00+02:00
ohrid,noise,52,2022-04-18T14:00:00+02:00
ohrid,noise,51,2022-04-19T14:00:00+02:00
ohrid,noise,57,2022-04-20T14:00:00+02:00
ohrid,noise,57,2022-04-21T14:00:00+02:00
ohrid,noise,56,2022-04-22T14:00:00+02:00
ohrid,noise,38,2022-04-23T14:00:00+02:00
ohrid,noise,37,2022-04-24T14:00:00+02:00
ohrid,noise,41,2022-04-25T14:00:00+02:00
ohrid,noise,38,2022-04-26T14:00:00+02:00
ohrid,noise,37,2022-04-27T14:00:00+02:00
ohrid,noise,37,2022-04-28T14:00:00+02:00
ohrid,noise,40,2022-04-29T14:00:00+02:00
ohrid,noise,39,2022-04-30T14:00:00+02:00
ohrid,noise,37,2022-05-01T14:00:00+02:00
ohrid,noise,39,2022-05-02T14:00:00+02:00
ohrid,noise,40,2022-05-03T14:00:00+02:00
ohrid,noise,41,2022-05-04T14:00:00+02:00
ohrid,noise,37,2022-05-05T14:00:00+02:00
ohrid,noise,35,2022-05-06T14:00:00+02:00
ohrid,noise,37,2022-05-07T14:00:00+02:00
ohrid,noise,36,2022-05-08T14:00:00+02:00
ohrid,noise,35,2022-05-09T14:00:00+02:00
ohrid,noise,37,2022-05-10T14:00:00+02:00
ohrid,noise,40,2022-05-11T14:00:00+02:00
ohrid,noise,34,2022-05-12T14:00:00+02:00
ohrid,noise,35,2022-05-13T14:00:00+02:00
ohrid,noise,37,2022-05-14T14:00:00+02:00
ohrid,noise,33,2022-05-15T14:00:00+02:00
ohrid,noise,33,2022-05-16T14:00:00+02:00
ohrid,noise,35,2022-05-17T14:00:00+02:00
ohrid,noise,38,2022-05-18T14:00:00+02:00
ohrid,noise,36,2022-05-19T14:00:00+02:00
ohrid,noise,37,2022-05-20T14:00:00+02:00
ohrid,noise,38,2022-05-21T14:00:00+02:00
ohrid,noise,34,2022-05-22T14:00:00+02:00
ohrid,noise,38,2022-05-23T14:00:00+02:00
ohrid,noise,35,2022-05-24T14:00:00+02:00
ohrid,noise,40,2022-05-25T14:00:00+02:00
ohrid,noise,38,2022-05-26T14:00:00+02:00
ohrid,noise,34,2022-05-27T14:00:00+02:00
ohrid,noise,35,2022-05-28T14:00:00+02:00
ohrid,noise,36,2022-05-29T14:00:00+02:00
ohrid,noise,33,2022-05-30T14:00:00+02:00
ohrid,noise,34,2022-05-31T14:00:00+02:00
ohrid,noise,36,2022-06-01T14:00:00+02:00
ohrid,noise,39,2022-06-02T14:00:00+02:00
ohrid,noise,39,2022-06-03T14:00:00+02:00
ohrid,noise,39,2022-06-04T14:00:00+02:00
ohrid,noise,39,2022-06-05T14:00:00+02:00
ohrid,noise,45,2022-06-06T14:00:00+02:00
ohrid,noise,39,2022-06-07T14:00:00+02:00
ohrid,noise,41,2022-06-08T14:00:00+02:00
ohrid,noise,43,2022-06-09T14:00:00+02:00
ohrid,noise,41,2022-06-10T14:00:00+02:00
ohrid,noise,38,2022-06-11T14:00:00+02:00
ohrid,noise,40,2022-06-12T14:00:00+02:00
ohrid,noise,41,2022-06-13T14:00:00+02:00
ohrid,noise,41,2022-06-14T14:00:00+02:00
ohrid,noise,41,2022-06-15T14:00:00+02:00
ohrid,noise,43,2022-06-16T14:00:00+02:00
ohrid,noise,44,2022-06-17T14:00:00+02:00
ohrid,noise,40,2022-06-18T14:00:00+02:00
ohrid,noise,39,2022-06-19T14:00:00+02:00
ohrid,noise,42,2022-06-20T14:00:00+02:00
ohrid,noise,41,2022-06-21T14:00:00+02:00
ohrid,noise,40,2022-06-22T14:00:00+02:00
ohrid,noise,44,2022-06-23T14:00:00+02:00
ohrid,noise,44,2022-06-24T14:00:00+02:00
ohrid,noise,44,2022-06-25T14:00:00+02:00
ohrid,noise,40,2022-06-26T14:00:00+02:00
ohrid,noise,42,2022-06-27T14:00:00+02:00
ohrid,noise,47,2022-06-28T14:00:00+02:00
ohrid,noise,45,2022-06-29T14:00:00+02:00
ohrid,noise,41,2022-06-30T14:00:00+02:00
ohrid,noise,47,2022-07-01T14:00:00+02:00
ohrid,noise,42,2022-07-02T14:00:00+02:00
ohrid,noise,44,2022-07-03T14:00:00+02:00
ohrid,noise,46,2022-07-04T14:00:00+02:00
ohrid,noise,44,2022-07-05T14:00:00+02:00
ohrid,noise,44,2022-07-06T14:00:00+02:00
ohrid,noise,41,2022-07-07T14:00:00+02:00
ohrid,noise,43,2022-07-08T14:00:00+02:00
ohrid,noise,41,2022-07-09T14:00:00+02:00
ohrid,noise,42,2022-07-10T14:00:00+02:00
ohrid,noise,42,2022-07-11T14:00:00+02:00
ohrid,noise,41,2022-07-12T14:00:00+02:00
ohrid,noise,41,2022-07-13T14:00:00+02:00
ohrid,noise,42,2022-07-14T14:00:00+02:00
ohrid,noise,44,2022-07-15T14:00:00+02:00
ohrid,noise,45,2022-07-16T14:00:00+02:00
ohrid,noise,46,2022-07-17T14:00:00+02:00
ohrid,noise,48,2022-07-18T14:00:00+02:00
ohrid,noise,44,2022-07-19T14:00:00+02:00
ohrid,noise,45,2022-07-20T14:00:00+02:00
ohrid,noise,47,2022-07-21T14:00:00+02:00
ohrid,noise,46,2022-07-22T14:00:00+02:00
ohrid,noise,51,2022-07-23T14:00:00+02:00
ohrid,noise,47,2022-07-24T14:00:00+02:00
ohrid,noise,45,2022-07-25T14:00:00+02:00
ohrid,noise,48,2022-07-26T14:00:00+02:00
ohrid,noise,40,2022-07-27T14:00:00+02:00
ohrid,noise,43,2022-07-28T14:00:00+02:00
ohrid,noise,42,2022-07-29T14:00:00+02:00
ohrid,noise,51,2022-07-30T14:00:00+02:00
ohrid,noise,50,2022-07-31T14:00:00+02:00
ohrid,noise,49,2022-08-01T14:00:00+02:00
ohrid,noise,46,2022-08-02T14:00:00+02:00
ohrid,noise,45,2022-08-03T14:00:00+02:00
ohrid,noise,42,2022-08-04T14:00:00+02:00
ohrid,noise,42,2022-08-05T14:00:00+02:00
ohrid,noise,43,2022-08-06T14:00:00+02:00
ohrid,noise,40,2022-08-07T14:00:00+02:00
ohrid,noise,42,2022-08-08T14:00:00+02:00
ohrid,noise,41,2022-08-09T14:00:00+02:00
ohrid,noise,40,2022-08-10T14:00:00+02:00
ohrid,noise,39,2022-08-11T14:00:00+02:00
ohrid,noise,41,2022-08-12T14:00:00+02:00
ohrid,noise,37,2022-08-13T14:00:00+02:00
ohrid,noise,44,2022-08-14T14:00:00+02:00
ohrid,noise,38,2022-08-15T14:00:00+02:00
ohrid,noise,40,2022-08-16T14:00:00+02:00
ohrid,noise,40,2022-08-17T14:00:00+02:00
ohrid,noise,39,2022-08-18T14:00:00+02:00
ohrid,noise,41,2022-08-19T14:00:00+02:00
ohrid,noise,42,2022-08-20T14:00:00+02:00
ohrid,noise,36,2022-08-21T14:00:00+02:00
ohrid,noise,34,2022-08-22T14:00:00+02:00
ohrid,noise,36,2022-08-23T14:00:00+02:00
ohrid,noise,32,2022-08-24T14:00:00+02:00
ohrid,noise,38,2022-08-25T14:00:00+02:00
ohrid,noise,33,2022-08-26T14:00:00+02:00
ohrid,noise,36,2022-08-27T14:00:00+02:00
ohrid,noise,36,2022-08-28T14:00:00+02:00
ohrid,noise,39,2022-08-29T14:00:00+02:00
ohrid,noise,37,2022-08-30T14:00:00+02:00
ohrid,noise,36,2022-08-31T14:00:00+02:00
ohrid,noise,36,2022-09-01T14:00:00+02:00
ohrid,noise,38,2022-09-02T14:00:00+02:00
ohrid,noise,37,2022-09-03T14:00:00+02:00
ohrid,noise,31,2022-09-04T14:00:00+02:00
ohrid,noise,32,2022-09-05T14:00:00+02:00
ohrid,noise,31,2022-09-06T14:00:00+02:00
ohrid,noise,37,2022-10-01T14:00:00+02:00
ohrid,noise,33,2022-10-02T14:00:00+02:00
ohrid,noise,31,2022-10-03T14:00:00+02:00
ohrid,noise,29,2022-10-04T14:00:00+02:00
ohrid,noise,32,2022-10-05T14:00:00+02:00
ohrid,noise,33,2022-10-06T14:00:00+02:00
ohrid,noise,35,2022-10-07T14:00:00+02:00
ohrid,noise,34,2022-10-08T14:00:00+02:00
ohrid,noise,38,2022-10-09T14:00:00+02:00
ohrid,noise,32,2022-10-10T14:00:00+02:00
ohrid,noise,33,2022-10-11T14:00:00+02:00
ohrid,noise,32,2022-10-12T14:00:00+02:00
ohrid,noise,36,2022-10-13T14:00:00+02:00
ohrid,noise,41,2022-10-14T14:00:00+02:00
ohrid,noise,33,2022-10-15T14:00:00+02:00
ohrid,noise,36,2022-10-16T14:00:00+02:00
ohrid,noise,36,2022-10-17T14:00:00+02:00
ohrid,noise,33,2022-10-18T14:00:00+02:00
ohrid,noise,32,2022-10-19T14:00:00+02:00
ohrid,noise,32,2022-10-20T14:00:00+02:00
ohrid,noise,33,2022-10-21T14:00:00+02:00
ohrid,noise,36,2022-10-22T14:00:00+02:00
ohrid,noise,33,2022-10-23T14:00:00+02:00
ohrid,noise,30,2022-10-24T14:00:00+02:00
ohrid,noise,37,2022-10-25T14:00:00+02:00
ohrid,noise,34,2022-10-26T14:00:00+02:00
ohrid,noise,34,2022-10-27T14:00:00+02:00
ohrid,noise,34,2022-10-28T14:00:00+02:00
ohrid,noise,36,2022-10-29T14:00:00+02:00
ohrid,noise,38,2022-10-30T13:00:00+01:00
ohrid,noise,35,2022-10-31T13:00:00+01:00
ohrid,noise,37,2022-11-01T13:00:00+01:00
ohrid,noise,33,2022-11-02T13:00:00+01:00
ohrid,noise,39,2022-11-03T13:00:00+01:00
ohrid,noise,37,2022-11-04T13:00:00+01:00
ohrid,noise,41,2022-11-05T13:00:00+01:00
ohrid,noise,39,2022-11-06T13:00:00+01:00
ohrid,noise,34,2022-11-07T13:00:00+01:00
ohrid,noise,38,2022-11-08T13:00:00+01:00
ohrid,noise,39,2022-11-09T13:00:00+01:00
ohrid,noise,37,2022-11-10T13:00:00+01:00
ohrid,noise,36,2022-11-11T13:00:00+01:00
ohrid,noise,37,2022-11-12T13:00:00+01:00
ohrid,noise,40,2022-11-13T13:00:00+01:00
ohrid,noise,37,2022-11-14T13:00:00+01:00
ohrid,noise,36,2022-11-15T13:00:00+01:00
ohrid,noise,39,2022-11-16T13:00:00+01:00
ohrid,noise,39,2022-11-18T13:00:00+01:00
ohrid,noise,47,2022-11-19T13:00:00+01:00
ohrid,noise,57,2022-11-20T13:00:00+01:00
ohrid,noise,56,2022-11-21T13:00:00+01:00
ohrid,noise,48,2022-11-22T13:00:00+01:00
ohrid,noise,49,2022-11-23T13:00:00+01:00
ohrid,noise,49,2022-11-24T13:00:00+01:00
ohrid,noise,45,2022-11-25T13:00:00+01:00
ohrid,noise,44,2022-11-26T13:00:00+01:00
ohrid,noise,40,2022-11-27T13:00:00+01:00
ohrid,noise,43,2022-11-28T13:00:00+01:00
ohrid,noise,41,2022-11-29T13:00:00+01:00
ohrid,noise,43,2022-11-30T13:00:00+01:00
ohrid,noise,45,2022-12-01T13:00:00+01:00
ohrid,noise,41,2022-12-02T13:00:00+01:00
